Company Name,Ticker,Financials,,,,,,,,,Valuation,,,,,,,Growth,,,,,Risk,,,,,,News,,,Outlook,,,,,,,,Buffett,,,,,,Technical,,,Sentiment,,,Extras,,,,Composites,,,,
,,Score,Gross Margins (norm),Operating Margins (norm),Net Margins (norm),Revenue Growth (norm),Earnings Growth (norm),FCF Margin (norm),Debt/Equity (lower-better norm),,Score,Trailing P/E (lower-better norm),Forward P/E (lower-better norm),P/B (lower-better norm),EV/EBITDA (lower-better norm),Dividend Yield (norm),,Score,Earnings Growth (norm),Revenue Growth (norm),Return on Equity (norm),,Score,Debt/Equity (lower-better norm),Current Ratio (norm),Quick Ratio (norm),Beta (lower-better norm),,Score,Target Premium (norm),,Score,P/E (lower-better norm),P/B (lower-better norm),Dividend Yield (norm),FCF Margin (norm),EPS Growth (norm),Debt/Equity (lower-better norm),,Score,Dividend Yield (norm),Debt/Equity (lower-better norm),Return on Equity (norm),FCF Margin (norm),,Score,Change % (norm),,Score,Recommendation Mean (lower-better norm),,FCF Yield,ROIC/ROE,Interest Coverage,Composite_ST_LR,Composite_ST,Composite_LT_LR,Composite_LT
,,Score agregado [0..1] do grupo,Normalized [0..1], higher better; gross margins; good ~20%-60%,Normalized [0..1], higher better; operating margins; good ~5%-30%,Normalized [0..1], higher better; net margins; good ~2%-25%,Normalized [0..1] of revenue growth ×4; higher better,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1] of free cash flow margin ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~6–35,Normalized [0..1], lower better; range ~6–35,Normalized [0..1], lower better; range ~0.7–6,Normalized [0..1], lower better; range ~4–20,Normalized [0..1] of dividend yield ×4; higher better,,Score agregado [0..1] do grupo,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1] of revenue growth ×4; higher better,Normalized [0..1], higher better; range ~5%–25%,,Score agregado [0..1] do grupo,Normalized [0..1], lower D/E is better; range ~0.15–2.0,Normalized [0..1], higher better; range ~1.2–3.0,Normalized [0..1], higher better; range ~1.0–2.5,Normalized [0..1], lower beta is better; range ~0.8–2.0,,Score agregado [0..1] do grupo,Normalized [0..1] of (targetMeanPrice - price)/price; higher better; range ~5%–30%,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~6–35; uses Fwd/Trailing,Normalized [0..1], lower better; range ~0.7–6,Normalized [0..1] of dividend yield ×4; higher better,Normalized [0..1] of free cash flow margin ×4; higher better,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,,Score agregado [0..1] do grupo,Normalized [0..1] of dividend yield ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,Normalized [0..1], higher better; range ~10%–30%,Normalized [0..1] of free cash flow margin ×4; higher better,,Score agregado [0..1] do grupo,Normalized [0..1] of recent change %; higher better; range ~-2%–+5%,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~1.0–4.0,,Free cash flow divided by market cap; raw ratio,Return on assets or equity; raw value,Ability to cover interest expenses; raw value,Short-term (low risk) weighted composite,Short-term momentum/valuation composite,Long-term (low risk) weighted composite,Long-term growth/quality composite
"TeraWulf Inc.","WULF","0.5958000000000001","0.5958","0","","1","","0","0","","2","","1","0","1","","","1","","1","0","","0","0","0","0","0","","0","0","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","0.8038485714285714","0.8038485714285714","","0.8787866666666667","0.8787866666666667","","-0.035755362644991656","-0.11048","","0.7809734285714287","0.9001397142857144","0.5101685714285715","0.7320171428571429"
"Rocket Lab Corporation","RKLB","0.22605000000000008","0.22605000000000003","0","","1","","0","0","","2","","1","0","1","","","1","","1","0","","1.6116666666666668","0","0.8183333333333334","0.7933333333333333","0","","0","0","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","0.5435942857142857","0.5435942857142857","","0.7179500000000001","0.7179500000000001","","-0.0028349652275496563","-0.101339996","","1.164498","0.9537930238095238","0.7215769047619048","0.8192338095238095"
"AST SpaceMobile, Inc.","ASTS","1","1","0","","1","","0","0","","2","","1","0","1","","","1","","1","0","","2","0","1","1","0","","0","0","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","1","1","","0.5999999999999999","0.5999999999999999","","-0.017918051986110944","-0.13208","","1.4814285714285715","1.2","1.0314285714285714","1.012857142857143"
"Enovix Corporation","ENVX","0","0","0","","1","","0","0","","2","","1","0","1","","","1","","1","0","","2","0","1","1","0","","1","1","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","1","1","","0","","","-0.03334960509213177","-0.21711999","","1.2814285714285716","1.2","0.7314285714285714","0.8128571428571427"
"Syndax Pharmaceuticals, Inc.","SNDX","0","0","0","","1","","0","0","","2","","1","0","1","","","1","","1","0","","3","0","1","1","1","","1","1","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","0","0","","0.9487166666666667","0.9487166666666667","","-0.13268332354776152","-0.39495","","1.4814285714285713","1.1","0.9314285714285716","0.9128571428571428"
"KalVista Pharmaceuticals, Inc.","KALV","-1","0","0","","","","0","0","","2","","1","0","1","","","0","","","0","","3","0","1","1","1","","1","1","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","0.06211142857142855","0.06211142857142855","","0.9","0.9","","-0.1752070319236042","-0.60978","","1.237639714285714","0.8124222857142858","0.6314285714285716","0.46285714285714286"
"PureCycle Technologies, Inc.","PCT","0","1","0","","","","0","0","","2","","1","0","1","","","0","","","0","","1.1527777777777777","0","0.5227777777777778","0.63","0","","0.35580865603644646","0.35580865603644646","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","0","0","","0.7333333333333334","0.7333333333333334","","-0.019770948451393936","-0.10626","","0.8772619047619047","0.6686490761832448","0.561984126984127","0.47813492063492063"
"Cracker Barrel Old Country Store, Inc.","CBRL","-0.647780489684447","0.323825","0","","0","0","0.028394510315553022","0","","2.1713455839297335","","0.7018053103448276","0.7655277735849056","0.6048125","0.0992","","0.26424999999999993","0","0","0.26424999999999993","","0.5616666666666666","0","0","0","0.5616666666666666","","0.467328699106256","0.467328699106256","","0.3092071793779447","0.7018053103448276","0.7655277735849056","0.0992","0.028394510315553022","0","0","","0.14184451031555298","0.0992","0","0.014249999999999959","0.028394510315553022","","0.62706","0.62706","","0","","","0.027569504284549542","0.021710001","","0.6886195159833385","0.7369847940623714","0.310082869534142","0.39440079322638155"
"Airbnb, Inc.","ABNB","2.16268","1","0.5906800000000001","","0.508","0.064","1","0","","0.34865989655172414","","0.34865989655172414","0","0","","","1.572","0.064","0.508","1","","0.7602777777777778","0","0.01777777777777779","0","0.7425","","0.44306141679286554","0.44306141679286554","","0.30480133777429463","0.34865989655172414","0","","1","0.064","0","","2","","0","1","1","","0.3666974328571428","0.3666974328571428","","0.45926","0.45926","","0.0464904441547807","0.061079998","","0.8935341845344081","0.8631934510060673","1.3836386738157436","1.2148230298153955"
"Amkor Technology, Inc.","AMKR","-0.602943919890703","0","0.043279999999999985","","0.136","0","0.21777608010929705","0","","2.1600284973975277","","0.5220528275862069","0.7936881698113207","0.8006875","0.0436","","0.25325","0","0.136","0.11725","","0.8344444444444444","0","0.3844444444444444","0.4366666666666667","0.013333333333333308","","0","0","","0.3021471870546768","0.5220528275862069","0.7936881698113207","0.0436","0.21777608010929705","0","0","","0.261376080109297","0.0436","0","0","0.21777608010929705","","1","1","","0.5","0.5","","0.045734228254608676","0.03495","","0.8126288924100422","0.7709974808102209","0.4055687262640991","0.43673948049779804"
"Exelon Corporation","EXC","0.08486000000000016","0.5455000000000001","0.49135999999999996","","0.048","0","0","0","","2.058662436564737","","0.6365261724137931","0.8088362641509435","0.47650000000000003","0.1368","","0.29155000000000003","0","0.048","0.24355000000000002","","1","0","0","0","1","","0","0","","0.30204228547820433","0.6365261724137931","0.8088362641509435","0.1368","0","0","0","","0.1368","0.1368","0","0","0","","0.218944","0.218944","","0.5208333333333333","0.5208333333333333","","-0.03929009825988455","0.0273","","0.8983137376890046","0.7149159091411841","0.5986615940325309","0.5727473225803514"
"Paychex, Inc.","PAYX","2.672","1","1","","0.672","0","1","0","","0.6776248103448275","","0.4623373103448276","0","0.07968749999999991","0.1356","","1.6720000000000002","0","0.672","1","","0.9436111111111112","0","0.03777777777777781","0","0.9058333333333334","","0.04278292261811342","0.04278292261811342","","0.29798620827586214","0.4623373103448276","0","0.1356","1","0","0","","2.1356","0.1356","0","1","1","","0.49849142857142853","0.49849142857142853","","0.3125","0.3125","","0.036786072681281166","0.108100004","","1.1501372996042694","1.0214830378043207","1.6556645646015327","1.4215620743180077"
"Intuit Inc.","INTU","3.42788","1","0.42788","","1","0","1","","","0.37611827746206894","","0.34971827586206894","0","","0.0264000016","","1.7642499999999999","0","1","0.7642499999999999","","0.7113888888888891","","0.08888888888888896","0","0.6225","","0.7522999023914105","0.7522999023914105","","0.2955750237291536","0.34971827586206894","0","0.0264000016","1","0","","","1.5406500016","0.0264000016","","0.51425","1","","0.5948942857142857","0.5948942857142857","","0.7676766666666667","0.7676766666666667","","0.027427172691907656","0.08934","","1.170281666976528","1.1758118007559748","1.6417795221700036","1.46737513541403"
"Amazon.com, Inc.","AMZN","1.7146624033088322","0.740175","0.25728","","0.532","1","0.18520740330883242","0","","0.3334381551724137","","0.2105006551724138","0","0.12293749999999992","","","2.5205","1","0.532","0.9884999999999999","","0.5991666666666667","0","0","0","0.5991666666666667","","0.645085654564457","0.645085654564457","","0.2950539508335464","0.2105006551724138","0","","0.18520740330883242","1","0","","0.9237074033088325","","0","0.7385","0.18520740330883242","","0.5300057142857143","0.5300057142857143","","0.90196","0.90196","","0.01321842450876212","0.07699","","0.814572985966796","0.9813145569979063","0.9446800235124077","1.2343714011018878"
"Avis Budget Group, Inc.","CAR","0.4962245258101272","0.04872497499999997","0.36991999999999997","","0","0","0.07757955081012727","","","0.7100554827586207","","0.7100554827586207","","0","","","0","0","0","","","0","","0","0","0","","0","0","","0.2934078023322749","0.7100554827586207","","","0.07757955081012727","0","","","0.07757955081012727","","","","0.07757955081012727","","0.5277128571428571","0.5277128571428571","","0.4074066666666667","0.4074066666666667","","0.04298361981431754","0.015470001","","0.3588708417991938","0.3574901209897457","0.3041113480925906","0.2721927431232863"
"Apple Inc.","AAPL","2.4633020663932745","0.6669499999999999","0.9996399200000001","","0.384","0.484","0.9287121463932746","0","","0.15880689655172417","","0.14200689655172416","0","0","0.0168","","1.8679999999999999","0.484","0.384","1","","0.7549999999999999","0","0","0","0.7549999999999999","","0","0","","0.2875457035921688","0.14200689655172416","0","0.0168","0.9287121463932746","0.484","0","","1.9455121463932745","0.0168","0","1","0.9287121463932746","","0.42491942857142856","0.42491942857142856","","0.6394566666666666","0.6394566666666666","","0.02581337923492778","0.24545999","","0.9235086506329457","0.849880919811208","1.4289442613582763","1.3110418031191746"
"O'Reilly Automotive, Inc.","ORLY","2.3876236309312104","0.7849250000000001","0.60836","","0.236","0.456","0.30233863093121033","","","0.1340746551724138","","0.1340746551724138","","0","","","0.692","0.456","0.236","","","1","","0","0","1","","0.004138024883359598","0.004138024883359598","","0.28620237535439463","0.1340746551724138","","","0.30233863093121033","0.456","","","0.30233863093121033","","","","0.30233863093121033","","0.38780442857142855","0.38780442857142855","","0.7857133333333334","0.7857133333333334","","0.01482543895766909","0.13619","","0.9130440703719278","0.6736437978795746","1.0406031828234672","0.858110262626104"
"Take-Two Interactive Software, Inc.","TTWO","1.329305476017348","0.9875250000000001","0","","0.496","","0.8457804760173475","0","","0.21804920689655172","","0.21804920689655172","0","0","","","0.496","","0.496","0","","0.8191666666666668","0","0","0","0.8191666666666668","","0","0","","0.28601615885766274","0.21804920689655172","0","","0.8457804760173475","","0","","0.8457804760173475","","0","0","0.8457804760173475","","0.552752857142857","0.552752857142857","","0.8888900000000001","0.8888900000000001","","0.02589688101994349","-0.016490001","","0.6748002985276597","0.5207753612219782","0.8353790920631237","0.6462664222778864"
"PACCAR Inc","PCAR","-0.7123839640424536","0","0.26067999999999997","","0","0","0.026936035957546456","0","","1.8093937936577749","","0.6806563448275862","0.6444374528301886","0.4275","0.056799996","","0.5885499999999999","0","0","0.5885499999999999","","2.8783333333333334","0","1","1","0.8783333333333334","","0.2728091815939073","0.2728091815939073","","0.2774076233638613","0.6806563448275862","0.6444374528301886","0.056799996","0.026936035957546456","0","0","","0.4222860319575465","0.056799996","0","0.33855","0.026936035957546456","","0.3210450014285714","0.3210450014285714","","0.5263166666666665","0.5263166666666665","","0.004277873865252677","0.05796","","1.2626444180851961","0.8267370646662093","0.7666728168283696","0.6616132374420357"
"Advanced Micro Devices, Inc.","AMD","2.0899202616216215","0.77465","0","","1","1","0.31527026162162164","0","","0.02916245933636963","","0.007157931034482812","0.022004528301886817","0","","","2","1","1","0","","0.9215555555555557","0","0.7172222222222223","0.11599999999999995","0.08833333333333337","","0.05298456704555987","0.05298456704555987","","0.275322962515702","0.007157931034482812","0.022004528301886817","","0.31527026162162164","1","0","","0.31527026162162164","","0","0","0.31527026162162164","","0.39613685285714284","0.39613685285714284","","0.77564","0.77564","","0.006642639232772571","0.0219","","0.8688873153623679","0.8001092652611537","0.9220114201550286","1.101105595445638"
"Cognex Corporation","CGNX","1.9500307582308456","1","0.49743999999999994","","0.164","0.572","0.7165907582308458","0","","0.24122754716981132","","0","0.21202754716981131","0","0.0292","","0.891100025","0.572","0.164","0.155100025","","2.214","0","1","0.7973333333333334","0.41666666666666663","","0.18957475994513012","0.18957475994513012","","0.27361529497211834","0","0.21202754716981131","0.0292","0.7165907582308458","0.572","0","","0.7457907582308458","0.0292","0","0","0.7165907582308458","","1","1","","0.6507933333333333","0.6507933333333333","","0.022675631520347808","0.041149996","","1.286429569185834","0.9363127182688493","1.2778025785996487","0.999667424789149"
"Electronic Arts Inc.","EA","1.4159761381087486","1","0.44871999999999995","","0.028","0","0.9392561381087484","0","","0.4646505862068966","","0.4494505862068966","0","0","0.0152","","0.5509","0","0.028","0.5228999999999999","","1","0","0","0","1","","0","0","","0.26976923382509205","0.4494505862068966","0","0.0152","0.9392561381087484","0","0","","1.2273561381087483","0.0152","0","0.2729","0.9392561381087484","","0.30285214285714285","0.30285214285714285","","0.44927666666666666","0.44927666666666666","","0.035141407551501525","0.07626","","0.7841650118416974","0.571764495839465","1.0283063872733553","0.7673072761286774"
"Groupon, Inc.","GRPN","0.745018196581126","1","0","","0.036","","0.709018196581126","0","","1","","","0","1","","","0.036","","0.036","0","","1","0","0","0","1","","1","1","","0.26588182371792224","","0","","0.709018196581126","","0","","0.709018196581126","","0","0","0.709018196581126","","1","1","","0","","","0.10097304445933071","0.0028600001","","0.8273918216880174","0.8171527294871688","0.7773481904914117","0.5320818237179222"
"Expedia Group, Inc.","EXPE","1.118926117866068","1","0.36100000000000004","","0.256","0","0.5019261178660681","0","","1.1263251379310344","","0.7611001379310345","0","0.33562499999999995","0.0296","","1.256","0","0.256","1","","0.36416666666666675","0","0","0","0.36416666666666675","","0","0","","0.26134073156071985","0.7611001379310345","0","0.0296","0.5019261178660681","0","0","","1.5315261178660682","0.0296","0","1","0.5019261178660681","","0.6463714285714285","0.6463714285714285","","0.5648133333333334","0.5648133333333334","","0.06593441033238626","0.040260002","","0.768187724069187","0.8035111545436212","0.986475542005398","0.9485714190282862"
"Camtek Ltd.","CAMT","2.621691238029806","0.7572500000000001","0.8371200000000001","","0.808","0.844","0.37532123802980566","0","","0.04157048275862085","","0.04157048275862085","0","0","","","2.61585","0.844","0.808","0.96385","","2.4916666666666667","0","1","1","0.4916666666666667","","0","0","","0.25979923755938816","0.04157048275862085","0","","0.37532123802980566","0.844","0","","1.0891712380298058","","0","0.7138500000000001","0.37532123802980566","","1","1","","0.8666666666666667","0.8666666666666667","","0.00813821204625046","0.08866999","","1.5390032920515553","1.2451904730607928","1.5893490104194583","1.5945799580012794"
"Robinhood Markets, Inc.","HOOD","3","1","1","","1","1","","0","","0","","0","0","","","","2.9268","1","1","0.9268000000000001","","0.059333333333333314","0","0","0.059333333333333314","0","","0","0","","0.2571428571428571","0","0","","","1","0","","0.6768000000000001","","0","0.6768000000000001","","","0.46253712857142854","0.46253712857142854","","0.6231899999999999","0.6231899999999999","","","0.04664","","0.8361079985714287","0.987460759047619","1.1067809523809524","1.4567419047619048"
"CrowdStrike Holdings, Inc.","CRWD","1.8519999999999999","1","0","","0.852","","1","0","","1","","0","0","1","","","0.852","","0.852","0","","1.5117777777777777","0","0.3777777777777777","0.4573333333333333","0.6766666666666667","","0","0","","0.2571428571428571","0","0","","1","","0","","1","","0","0","1","","0.7183428428571428","0.7183428428571428","","0.6981133333333334","0.6981133333333334","","0.011313064090037217","-0.02053","","1.2140819033333334","0.9504463463492062","1.2836698412698413","1.0360063492063492"
"Zscaler, Inc.","ZS","1.8519999999999999","1","0","","0.852","","1","0","","1","","0","0","1","","","0.852","","0.852","0","","1.8245555555555555","0","0.45222222222222214","0.5906666666666666","0.7816666666666666","","0","0","","0.2571428571428571","0","0","","1","","0","","1","","0","0","1","","0.43139285714285713","0.43139285714285713","","0.7708333333333334","0.7708333333333334","","0.015161338436655044","-0.013730001","","1.279220238095238","0.924334126984127","1.3462253968253968","1.067284126984127"
"NXP Semiconductors N.V.","NXPI","1.1878284398486794","0.8925000000000002","0.83075992","","0","0","0.46456851984867914","0","","1.0943851210149644","","0.6767535172413793","0.05483160377358498","0.28800000000000003","0.0748","","0.88479995","0","0","0.88479995","","0.7586111111111111","0","0.2977777777777778","0","0.4608333333333333","","0.5703627134287033","0.5703627134287033","","0.25135379604511104","0.6767535172413793","0.05483160377358498","0.0748","0.46456851984867914","0","0","","1.1741684698486792","0.0748","0","0.63479995","0.46456851984867914","","1","1","","0.8125","0.8125","","0.025769571657056043","0.083909996","","0.9081206786613213","0.9459060568564597","0.9909060193957515","0.8664721609269819"
"Super Micro Computer, Inc.","SMCI","-0.4361814323967408","0","0","","0.3","0","0.26381856760325917","0","","0.8172872843201041","","0.6592065862068965","0.15808069811320757","0","","","0.9449999499999999","0","0.3","0.64499995","","2.3766666666666665","0","1","1","0.3766666666666666","","0","0","","0.25109922363009235","0.6592065862068965","0.15808069811320757","","0.26381856760325917","0","0","","0.6588185176032592","","0","0.39499995","0.26381856760325917","","0.7964971428571429","0.7964971428571429","","0","","","0.04453951307438359","0.065689996","","0.9820951687494015","0.6776106939586102","0.6568865480261508","0.6253751568216784"
"Applied Materials, Inc.","AMAT","1.8184046505763503","0.7125499500000001","1","","0.308","0.332","0.4658547005763503","0","","0.4899589310344828","","0.4116089310344827","0","0.04475000000000007","0.0336","","1.6400000000000001","0.332","0.308","1","","1.2924444444444445","0","0.7227777777777777","0.41466666666666674","0.15499999999999992","","0","0","","0.23819981093132928","0.4116089310344827","0","0.0336","0.4658547005763503","0.332","0","","1.4994547005763503","0.0336","0","1","0.4658547005763503","","0.9341685428571428","0.9341685428571428","","0.73874","0.73874","","0.019058796935180405","0.15884","","1.0731408315860713","0.9573285833609462","1.2761877799541872","1.174004646458788"
"Marvell Technology, Inc.","MRVL","1.7775519614902566","0.73972505","0.39580003999999996","","1","","0.642026871490257","0","","0.3534474216005205","","0.29388093103448276","0.04876649056603777","0","0.0108","","1","","1","0","","0.5050000000000001","0","0.37833333333333335","0.07666666666666666","0.050000000000000044","","0","0","","0.23206415853380397","0.29388093103448276","0.04876649056603777","0.0108","0.642026871490257","","0","","0.652826871490257","0.0108","0","0","0.642026871490257","","0.9164814285714284","0.9164814285714284","","0.76984","0.76984","","0.015068817163894705","0.024249999","","0.7602268064087048","0.7387909353379543","0.8736958354130996","0.820723024393916"
"Verisk Analytics, Inc.","VRSK","2.312","1","1","","0.312","0","1","0","","0.16414162068965515","","0.13454162068965514","0","0","0.0296","","1.312","0","0.312","1","","1.4132222222222222","0","0.18388888888888885","0.27599999999999997","0.9533333333333334","","0.8211888631857232","0.8211888631857232","","0.21315115655172415","0.13454162068965514","0","0.0296","1","0","0","","2.0296000000000003","0.0296","0","1","1","","0.22811557142857142","0.22811557142857142","","0.59649","0.59649","","0.02501500439274062","0.17287001","","1.03712874463711","0.8947590711582086","1.5295808032030653","1.2019336966360152"
"Celsius Holdings, Inc.","CELH","2.2939495979549713","0.7633249999999999","0.4886","","1","0.692","0.350024597954971","0","","0","","0","0","0","","","1.8374499999999998","0.692","1","0.14544999999999994","","1.4806666666666666","0","0.505","0.4506666666666666","0.5249999999999999","","0.24257507360156988","0.24257507360156988","","0.21314139503624405","0","0","","0.350024597954971","0.692","0","","0.350024597954971","","0","0","0.350024597954971","","0.3892677142857143","0.3892677142857143","","0.7575766666666667","0.7575766666666667","","0.00925248456467374","0.0306","","1.05510333052319","0.8820164102572906","1.093138501712192","1.1438498250604068"
"PepsiCo, Inc.","PEP","0.7823421438806393","0.8671249999999999","0.47612000000000004","","0.108","0","0.33109714388063904","0","","1.106994655172414","","0.6068196551724139","0","0.347375","0.1528","","1.108","0","0.108","1","","1","0","0","0","1","","0","0","","0.2114338100364461","0.6068196551724139","0","0.1528","0.33109714388063904","0","0","","1.4838971438806392","0.1528","0","1","0.33109714388063904","","0.17244114285714285","0.17244114285714285","","0.42029000000000005","0.42029000000000005","","0.03730353177441306","0.08514","","0.8270045878585902","0.6947882139466279","0.9928695084138582","0.8901941034473431"
"Intel Corporation","INTC","-0.668975","0.323025","0","","0.008","","0","0","","0.8180459622641509","","0","0.8180459622641509","0","","","0.008","","0.008","0","","0.5805555555555556","0","0.02222222222222224","0","0.5583333333333333","","0","0","","0.21035467601078164","0","0.8180459622641509","","0","","0","","0","","0","0","0","","0.6356799999999999","0.6356799999999999","","0.2868233333333333","0.2868233333333333","","-0.046992281029300344","-0.00853","","0.32988662483378256","0.29055679612159324","0.05916097305181192","0.09103838509733453"
"TransMedics Group, Inc.","TMDX","2.724265","0.994825","0.7294400000000001","","1","1","0","0","","0","","0","0","0","","","3","1","1","1","","2","0","1","1","0","","0.8523677378927581","0.8523677378927581","","0.20454545454545453","0","0","","0","1","0","","0.9107001","","0","0.9107001","0","","0.8742385714285714","0.8742385714285714","","0.75","0.75","","-0.002036245817315549","0.05804","","1.4027314025974027","1.3613426249696279","1.4654090704545455","1.6268321009090907"
"Palo Alto Networks, Inc.","PANW","1.9731200000000002","1","0.34112000000000003","","0.632","0","1","0","","0","","0","0","0","","","1.2546499","0","0.632","0.6226499","","0.855","0","0","0","0.855","","0","0","","0.20454545454545453","0","0","","1","0","0","","1.3726499","","0","0.37264990000000003","1","","0.6097199999999999","0.6097199999999999","","0.7575766666666667","0.7575766666666667","","0.02345770328910185","0.030669998","","0.7952830404545456","0.691609485","1.1265530204545455","0.971960555909091"
"Cadence Design Systems, Inc.","CDNS","2.78216","1","0.9741600000000001","","0.808","0","1","0","","0","","0","0","0","","","1.64995","0","0.808","0.8419499999999999","","2.743888888888889","0","0.9005555555555557","1","0.8433333333333334","","0.2648637389760103","0.2648637389760103","","0.20454545454545453","0","0","","1","0","0","","1.59195","","0","0.59195","1","","0.5141985714285713","0.5141985714285713","","0.7638900000000001","0.7638900000000001","","0.016729288945036922","0.11731","","1.5339705692640693","1.0817746640210046","1.8018678232323233","1.44341247979798"
"Datadog, Inc.","DDOG","2","1","0","","1","0","1","0","","0","","0","0","0","","","1","0","1","0","","2.6550000000000002","0","1","1","0.655","","0","0","","0.20454545454545453","0","0","","1","0","0","","1","","0","0","1","","0.777082857142857","0.777082857142857","","0.8222233333333333","0.8222233333333333","","0.014377586736083572","-0.00223","","1.3446628311688313","0.8709165714285714","1.4014545454545455","1.0564090909090909"
"Entegris, Inc.","ENTG","0.33739526210327897","0.63975","0.40272","","0","0","0.29492526210327885","0","","0.8117559024072867","","0.30835703448275864","0.44279886792452816","0.04299999999999993","0.0176","","0.15414999999999998","0","0","0.15414999999999998","","1.9801666666666669","0","1","0.45933333333333337","0.5208333333333334","","0.19923098683494755","0.19923098683494755","","0.20274089099121217","0.30835703448275864","0.44279886792452816","0.0176","0.29492526210327885","0","0","","0.31252526210327886","0.0176","0","0","0.29492526210327885","","1","1","","0.75","0.75","","0.017078046197972218","0.03952","","0.9924496171215987","0.7045720796092224","0.717420701950351","0.49759730885698583"
"CDW Corporation","CDW","-0.27438384193079624","0.03929999999999996","0.10136","","0.408","0","0.1769561580692038","0","","1.2576688660689657","","0.7203188620689656","0","0.46975","0.067600004","","1.408","0","0.408","1","","1.0255","0","0.08333333333333341","0.11133333333333335","0.8308333333333334","","1","1","","0.19843425858762911","0.7203188620689656","0","0.067600004","0.1769561580692038","0","0","","1.2445561620692038","0.067600004","0","1","0.1769561580692038","","0.5289971428571428","0.5289971428571428","","0","","","0.05006395971261768","0.07434","","0.7103335882755593","0.8428090687990505","0.6424176437071698","0.7524660294486318"
"Texas Instruments Incorporated","TXN","2.230675","0.9506749999999999","1","","0.656","0.624","0","0","","0.43812275862068967","","0.3085227586206897","0","0","0.1296","","2.2800000000000002","0.624","0.656","1","","2.8316666666666666","0","1","1","0.8316666666666667","","0.4626623265376045","0.4626623265376045","","0.19574700689655175","0.3085227586206897","0","0.1296","0","0.624","0","","1.1291499","0.1296","0","0.9995499000000001","0","","0.5694314285714285","0.5694314285714285","","0.5175433333333335","0.5175433333333335","","-0.009855588980702984","0.10406","","1.5956835332019703","1.2525842410167654","1.6031164228160921","1.5170844718390808"
"Ramaco Resources, Inc.","METCB","-0.943080492258474","0","0","","0","","0.05691950774152596","0","","0.6156962830188678","","","0.4836962830188678","0","0.132","","0","","0","0","","0.6911111111111111","0","0.08944444444444447","0","0.6016666666666667","","0","","","0.18858473722811814","","0.4836962830188678","0.132","0.05691950774152596","","0","","0.18891950774152597","0.132","0","0","0.05691950774152596","","1","1","","0","","","0.002850300856851816","-0.020450002","","0.29149977935916727","0.281573108027057","0.013740867655703499","0.029458353332022694"
"Fastenal Company","FAST","1.551203184204569","0.6266249500000001","0.63852","","0.344","0.604","0.3380582342045688","0","","0.08550965117241384","","0.008709655172413844","0","0","0.076799996","","1.948","0.604","0.344","1","","2.4859999999999998","0","1","0.6026666666666666","0.8833333333333334","","0","0","","0.18070260581475348","0.008709655172413844","0","0.076799996","0.3380582342045688","0.604","0","","1.414858230204569","0.076799996","0","1","0.3380582342045688","","0","0","","0.38888999999999996","0.38888999999999996","","0.013520586658892097","0.20309","","1.1928883102154924","0.7948578904237886","1.3471722210698505","1.2362934287001834"
"Cintas Corporation","CTAS","1.739332209186896","0.7524250000000001","0.7092400000000001","","0.348","0.364","0.5656672091868957","0","","0.038399998","","0","0","0","0.038399998","","1.712","0.364","0.348","1","","1.4315555555555557","0","0.5772222222222222","0.022666666666666686","0.8316666666666667","","0.4278067468340961","0.4278067468340961","","0.17194809741364123","0","0","0.038399998","0.5656672091868957","0.364","0","","1.6040672071868958","0.038399998","0","1","0.5656672091868957","","0.28419388585714284","0.28419388585714284","","0.41666666666666663","0.41666666666666663","","0.019764344811228466","0.15977","","0.9181473063311243","0.7914651756301329","1.2320823851052678","1.1195783372943524"
"Upstart Holdings, Inc.","UPST","1","1","0","","1","","0","0","","0.5217116896551725","","0.5217116896551725","0","0","","","1","","1","0","","2","0","1","1","0","","1","1","","0.16396653103448275","0.5217116896551725","0","","0","","0","","0","","0","0","0","","0.5856600285714284","0.5856600285714284","","0.48889000000000005","0.48889000000000005","","-0.04682570656405782","-0.00489","","1.0553905783743842","0.8975599281280788","0.7946534065517241","0.7610500596551724"
